Prospect ID,Lead Number,Lead Origin,Lead Source,Do Not Email,Do Not Call,Converted,TotalVisits,Total Time Spent on Website,Page Views Per Visit,Last Activity,Country,Specialization,How did you hear about X Education,What is your current occupation,What matters most to you in choosing a course,Search,Magazine,Newspaper Article,X Education Forums,Newspaper,Digital Advertisement,Through Recommendations,Receive More Updates About Our Courses,Tags,Lead Quality,Update me on Supply Chain Content,Get updates on DM Content,Lead Profile,City,Asymmetrique Activity Index,Asymmetrique Profile Index,Asymmetrique Activity Score,Asymmetrique Profile Score,I agree to pay the amount through cheque,A free copy of Mastering The Interview,Last Notable Activity
dbf6d8a7-eab9-4f92-96d3-f5005db1fa42,657941,API,Organic Search,No,No,1,3.0,195,3.0,Converted to Lead,India,Operations Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Select,02.Medium,02.Medium,15.0,15.0,No,No,Modified
daa67295-da02-4a6e-ad57-37533c13cecd,657899,API,Organic Search,No,No,0,13.0,594,4.33,Had a Phone Conversation,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Select,Select,02.Medium,02.Medium,13.0,15.0,No,No,Modified
41bed798-480f-4714-822b-5d5d6a93ea6e,657823,API,Direct Traffic,No,No,1,5.0,1837,2.5,Email Opened,India,Finance Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Thane & Outskirts,02.Medium,01.High,14.0,17.0,No,No,Email Opened
cc487e97-dc1e-426a-99bf-bf751a7dd740,657777,Landing Page Submission,Direct Traffic,No,No,0,1.0,1226,1.0,Converted to Lead,India,Human Resource Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,switched off,Not Sure,No,No,Select,Tier II Cities,02.Medium,01.High,14.0,17.0,No,Yes,Modified
e3cd2172-9187-46a2-9414-45e4af314c63,657381,API,Referral Sites,No,No,0,1.0,213,1.0,Converted to Lead,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Not Sure,No,No,Other Leads,Select,02.Medium,02.Medium,14.0,13.0,No,No,Modified
bbcfddcc-1bc8-4c30-b036-9782b3526f7c,657295,Landing Page Submission,Direct Traffic,No,No,0,4.0,174,4.0,Email Opened,India,Human Resource Management,Student of SomeSchool,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Select,Mumbai,02.Medium,01.High,13.0,18.0,No,No,Email Opened
74a3ad16-d561-401c-a0f2-53867b481bf6,657267,Landing Page Submission,Organic Search,No,No,0,4.0,12,4.0,Page Visited on Website,India,"Banking, Investment And Insurance",Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Might be,No,No,Select,Other Cities,02.Medium,02.Medium,14.0,16.0,No,Yes,Modified
3e8f18de-294c-4765-8ac5-b3035299fb07,657186,Landing Page Submission,Google,No,No,0,5.0,73,5.0,Email Opened,India,IT Projects Management,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Might be,No,No,Select,Mumbai,02.Medium,02.Medium,14.0,15.0,No,No,Email Opened
ce80e8fa-008e-48d3-b5db-f5a110129305,657183,Landing Page Submission,Direct Traffic,No,No,0,3.0,491,3.0,Email Opened,India,E-Business,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Low in Relevance,No,No,Potential Lead,Mumbai,02.Medium,01.High,14.0,20.0,No,Yes,Modified
b4372d6d-0072-42ee-94fd-a0723c257b64,657123,Landing Page Submission,Google,No,No,0,4.0,67,4.0,Page Visited on Website,India,"Banking, Investment And Insurance",Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Select,Mumbai,02.Medium,01.High,15.0,18.0,No,No,Modified
55c7a6d7-5fbc-445a-a853-a86ac1fd9b30,657073,Landing Page Submission,Google,No,No,0,3.0,199,3.0,Form Submitted on Website,India,Human Resource Management,Other,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Graduation in progress,Might be,No,No,Select,Mumbai,03.Low,01.High,9.0,18.0,No,No,Modified
97a7ab58-d7ce-4686-ab2f-ca95f327ea4b,657045,API,Google,No,No,1,10.0,556,5.0,Olark Chat Conversation,India,Finance Management,Multiple Sources,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Mumbai,01.High,02.Medium,16.0,16.0,No,No,Modified
352e5985-f3f2-4188-943c-332ca95e8d09,657038,API,Referral Sites,No,No,1,5.0,1536,5.0,Email Opened,India,Human Resource Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Potential Lead,Thane & Outskirts,02.Medium,02.Medium,14.0,15.0,No,No,Email Opened
06feb89a-fb00-48b2-9ee8-71e69ec328fd,656331,Landing Page Submission,Google,No,No,1,5.0,472,5.0,Had a Phone Conversation,India,Marketing Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Mumbai,02.Medium,01.High,14.0,18.0,No,Yes,Had a Phone Conversation
6502a725-3dad-4693-a5ae-8c36801fb3f4,656036,API,Organic Search,No,No,0,6.0,125,3.0,Email Opened,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Busy,Not Sure,No,No,Select,Select,02.Medium,02.Medium,13.0,15.0,No,No,Email Opened
ea240e4c-331b-4c80-b241-6664161126a8,655953,Landing Page Submission,Google,No,No,0,7.0,109,7.0,Email Opened,India,Marketing Management,Other,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Might be,No,No,Select,Mumbai,02.Medium,01.High,13.0,18.0,No,No,Email Opened
7fd75aea-71f1-43b2-86e3-ff38ab9f8ed6,655936,API,Google,No,No,0,2.0,339,2.0,Unreachable,India,Media and Advertising,Word Of Mouth,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,switched off,Not Sure,No,No,Select,Mumbai,02.Medium,02.Medium,13.0,15.0,No,No,Modified
603532ad-117d-436a-82c3-cca41f4c8470,658222,Landing Page Submission,Direct Traffic,No,No,1,2.0,1509,2.0,Email Opened,India,E-Business,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Lost to EINS,Worst,No,No,Select,Mumbai,03.Low,01.High,10.0,18.0,No,Yes,Modified
ea973fef-e4bc-4286-ac5c-84de3a780850,658220,API,Organic Search,No,No,0,4.0,331,4.0,Unreachable,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,switched off,Might be,No,No,Select,Select,03.Low,02.Medium,12.0,15.0,No,No,Modified
9fb9f131-2b4d-42c2-83b7-0575da86974b,658203,API,Organic Search,No,No,1,3.0,1407,1.5,Converted to Lead,India,Human Resource Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Select,02.Medium,02.Medium,15.0,15.0,No,No,Modified
0e3d5534-5cee-4977-a3ec-871a1077bdba,658188,Landing Page Submission,Google,No,No,0,1.0,123,1.0,Converted to Lead,India,Select,Email,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested  in full time MBA,Might be,No,No,Other Leads,Other Cities,02.Medium,02.Medium,14.0,13.0,No,No,Modified
80ffbb0e-a3e7-4afe-905d-0172fdd48a15,658070,Landing Page Submission,Direct Traffic,No,No,0,7.0,74,2.33,Unreachable,India,Finance Management,Multiple Sources,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Select,Mumbai,02.Medium,01.High,13.0,18.0,No,No,Modified
683f89b7-cf5c-48e5-8761-d64d103ca63a,658017,Landing Page Submission,Organic Search,No,No,0,6.0,135,6.0,Email Opened,India,Supply Chain Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Mumbai,02.Medium,01.High,14.0,18.0,No,Yes,Email Opened
9a6688f4-798f-4efc-96f7-dddd677263d3,657995,Landing Page Submission,Organic Search,No,No,0,12.0,28,6.0,Email Opened,India,International Business,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Might be,No,No,Select,Other Cities,02.Medium,02.Medium,14.0,16.0,No,Yes,Email Opened
4416c20d-11b7-4e8c-b4c9-7b27dd0f94f1,657951,Landing Page Submission,Direct Traffic,No,No,0,2.0,1054,2.0,Email Opened,India,Human Resource Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Select,Mumbai,02.Medium,01.High,14.0,18.0,No,Yes,Email Opened
eff492d9-4b36-445a-9f55-b68fe533d3e5,657905,Landing Page Submission,Google,No,No,1,3.0,732,3.0,Email Opened,India,Operations Management,Online Search,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Thane & Outskirts,02.Medium,01.High,14.0,17.0,No,No,Email Opened
e15342a3-ca98-4401-8a76-a7ff920546c7,657882,API,Referral Sites,No,No,0,14.0,354,14.0,Unreachable,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Might be,No,No,Select,Select,02.Medium,02.Medium,14.0,13.0,No,No,Modified
0dcca9d7-5c32-442c-b115-d13465015b6d,657644,API,Referral Sites,No,No,1,11.0,825,11.0,Olark Chat Conversation,India,Finance Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Potential Lead,Thane & Outskirts,01.High,02.Medium,17.0,15.0,No,No,Modified
65a06b69-76c5-41f6-9fc1-47d7871721dc,657421,Landing Page Submission,Google,No,No,0,8.0,43,8.0,Olark Chat Conversation,India,Human Resource Management,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested  in full time MBA,Might be,No,No,Other Leads,Mumbai,02.Medium,01.High,15.0,18.0,No,No,Modified
9dd9a91b-c030-4766-9839-400601696e09,657390,Landing Page Submission,Google,No,No,0,4.0,294,4.0,Email Opened,India,E-Business,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Not Sure,No,No,Select,Mumbai,02.Medium,01.High,13.0,18.0,No,No,Email Opened
d9ed7525-5cf0-45ba-87c2-ca2bca521874,657379,Landing Page Submission,Organic Search,No,No,1,4.0,31,1.33,Email Opened,India,Operations Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Other Cities,02.Medium,01.High,15.0,18.0,No,Yes,Email Opened
064154e9-6e99-47fc-aa0c-c24462169fcf,657225,Landing Page Submission,Google,No,No,1,4.0,595,4.0,Page Visited on Website,India,"Banking, Investment And Insurance",Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Select,Thane & Outskirts,02.Medium,01.High,15.0,17.0,No,No,Modified
78b1f3e6-2490-4536-9976-feecd3201bbd,657174,API,Google,Yes,No,1,7.0,1281,1.75,Email Bounced,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Select,02.Medium,02.Medium,15.0,15.0,No,No,Email Bounced
3ae390c4-9cc1-4908-b301-ab66cdbc0959,657148,API,Organic Search,No,No,1,3.0,117,3.0,Olark Chat Conversation,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Select,02.Medium,02.Medium,15.0,15.0,No,No,Modified
e1bce895-94ee-4a63-bb05-4b0627ee9092,656976,Landing Page Submission,Google,No,No,0,5.0,58,5.0,Email Opened,India,Finance Management,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Select,Mumbai,02.Medium,01.High,13.0,18.0,No,No,Email Opened
f4c0bf69-e037-416a-b989-d28576a50ba3,656948,API,Organic Search,No,No,1,7.0,950,2.33,Email Opened,India,Human Resource Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Select,02.Medium,02.Medium,15.0,16.0,No,No,Email Opened
89d928e8-5f20-41dd-8f28-6dae88ceed31,656644,Landing Page Submission,Referral Sites,No,No,1,5.0,1216,2.5,Email Opened,Bahrain,International Business,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Other Cities,02.Medium,02.Medium,15.0,15.0,No,Yes,Email Opened
0481b169-304f-4814-85bf-65af5688b954,656265,Landing Page Submission,Direct Traffic,Yes,No,1,4.0,1354,4.0,Unsubscribed,India,Business Administration,Multiple Sources,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Mumbai,02.Medium,01.High,14.0,18.0,No,Yes,Unsubscribed
f4f94e42-16f3-47b5-946a-11b7909421f0,656231,API,Google,No,No,0,2.0,1268,2.0,Email Opened,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Select,Select,03.Low,02.Medium,12.0,15.0,No,No,Email Opened
7cb89209-b105-4858-8126-08d27c4b33d5,656096,API,Organic Search,No,No,0,2.0,250,2.0,Email Opened,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Might be,No,No,Select,Select,02.Medium,02.Medium,13.0,15.0,No,No,Email Opened
e1682465-4844-469c-a422-56fa3391dc72,656015,API,Organic Search,Yes,No,0,7.0,265,3.5,Email Bounced,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,number not provided,Might be,No,No,Select,Select,03.Low,02.Medium,12.0,15.0,No,No,Email Bounced
066bce44-12bd-4dfb-b69e-4294b6080d9f,655798,Landing Page Submission,Organic Search,Yes,No,0,5.0,106,5.0,Unreachable,United Kingdom,Travel and Tourism,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Select,Mumbai,02.Medium,02.Medium,13.0,16.0,No,No,Modified
19a4a1ae-3250-4758-aa69-30009d13c3d0,655793,Landing Page Submission,Google,No,No,1,2.0,1099,2.0,SMS Sent,India,Select,Student of SomeSchool,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Mumbai,02.Medium,01.High,14.0,18.0,No,No,Modified
c9438200-1510-4bfa-9654-659dad071a10,655772,API,Organic Search,No,No,0,11.0,220,11.0,Page Visited on Website,India,Operations Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Thane & Outskirts,01.High,02.Medium,16.0,15.0,No,Yes,Modified
82b11e37-cba7-4757-bd73-0cfa33665dba,658231,Landing Page Submission,Direct Traffic,No,No,1,2.0,1587,2.0,Email Opened,India,E-COMMERCE,Multiple Sources,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Other Cities,02.Medium,02.Medium,14.0,13.0,No,No,Email Opened
c6afd99a-116a-403c-8f23-7022e2836891,658029,Landing Page Submission,Direct Traffic,No,No,0,3.0,66,3.0,Email Opened,India,IT Projects Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,switched off,Not Sure,No,No,Other Leads,Thane & Outskirts,02.Medium,02.Medium,14.0,14.0,No,Yes,Email Opened
a7cfe398-727f-4d16-9dda-02b3e35e8eb0,657502,Landing Page Submission,Google,No,No,0,5.0,294,2.5,Email Opened,India,Healthcare Management,Word Of Mouth,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,switched off,Not Sure,No,No,Select,Mumbai,03.Low,02.Medium,12.0,15.0,No,No,Email Opened
2f4e048a-af10-42a8-a895-f3de17ecfaec,657477,Landing Page Submission,Google,No,No,1,4.0,228,4.0,Email Opened,India,"Banking, Investment And Insurance",Word Of Mouth,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Potential Lead,Thane & Outskirts,02.Medium,01.High,14.0,19.0,No,No,Email Opened
988b81fb-a186-4163-8513-2f187adaf678,657423,Landing Page Submission,Referral Sites,No,No,0,17.0,71,3.4,Unreachable,India,Select,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Might be,No,No,Select,Other Cities of Maharashtra,02.Medium,02.Medium,13.0,16.0,No,No,Modified
144f76c0-2a6b-4590-99ec-39e36e9d55d9,657313,Landing Page Submission,Direct Traffic,No,No,1,2.0,526,2.0,Form Submitted on Website,United States,Human Resource Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Potential Lead,Select,02.Medium,01.High,14.0,18.0,No,No,Modified
2dd8dc62-7e5b-48d4-a34e-c176ed0f0f02,657139,Landing Page Submission,Google,No,No,1,5.0,263,2.5,Email Opened,India,Marketing Management,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Mumbai,01.High,01.High,16.0,18.0,No,No,Email Opened
292178c7-d5fa-4a05-9b94-d0189dfc75d9,657033,API,Google,No,No,1,4.0,1088,4.0,Page Visited on Website,India,Supply Chain Management,Word Of Mouth,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Mumbai,01.High,01.High,16.0,18.0,No,No,Modified
d4dd872b-14e7-4e2e-81ad-52e62ef19ce3,656911,Landing Page Submission,Direct Traffic,No,No,1,7.0,901,7.0,Email Opened,India,Marketing Management,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Potential Lead,Mumbai,01.High,01.High,16.0,20.0,No,No,Email Opened
ea031f99-d52d-44eb-8241-bfed82c893b2,656833,API,Google,No,No,0,3.0,199,1.5,Email Opened,India,"Banking, Investment And Insurance",Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Diploma holder (Not Eligible),Low in Relevance,No,No,Potential Lead,Thane & Outskirts,03.Low,01.High,10.0,17.0,No,No,Modified
ea8cff4f-7ddb-4d66-bb10-8b71027539ef,656511,Landing Page Submission,Google,No,No,1,4.0,1226,4.0,Email Opened,India,Finance Management,Social Media,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Potential Lead,Mumbai,02.Medium,01.High,13.0,20.0,No,No,Email Opened
04c37c47-dc04-4b96-9bdf-8fd044a8acc5,656399,Landing Page Submission,Google,No,No,1,6.0,274,2.0,Email Opened,India,Marketing Management,Word Of Mouth,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Mumbai,02.Medium,01.High,15.0,18.0,No,No,Email Opened
635caffb-d1fe-4a3f-9882-7ef45a8c8c14,656259,Landing Page Submission,Organic Search,No,No,1,5.0,1102,5.0,Email Opened,India,Human Resource Management,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Select,Mumbai,02.Medium,01.High,14.0,18.0,No,Yes,Email Opened
5390c5fe-b12c-4f6e-ae92-908672abb0a1,656072,Landing Page Submission,Direct Traffic,Yes,No,0,2.0,402,2.0,Unsubscribed,United States,Media and Advertising,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Select,Other Metro Cities,03.Low,02.Medium,12.0,15.0,No,No,Unsubscribed
79726e87-c950-4b81-b423-78d62171b9ee,656049,API,Referral Sites,No,No,0,1.0,235,1.0,Converted to Lead,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Select,Select,02.Medium,02.Medium,14.0,13.0,No,No,Modified
86b1826e-b891-42f6-b345-8399a4d85a43,656030,API,Referral Sites,No,No,0,9.0,110,9.0,Email Opened,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Busy,Not Sure,No,No,Select,Select,02.Medium,02.Medium,14.0,13.0,No,No,Email Opened
0a8a1065-09bb-4f40-8286-c614c4f63daf,655916,Landing Page Submission,Direct Traffic,No,No,0,3.0,211,3.0,Email Opened,India,Marketing Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,switched off,Not Sure,No,No,Select,Mumbai,02.Medium,01.High,14.0,18.0,No,Yes,Email Opened
038dc19c-b7ea-4cc3-a95b-9a13e477c4b1,658142,Landing Page Submission,Direct Traffic,No,No,1,9.0,1164,4.5,Email Opened,India,Healthcare Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Mumbai,01.High,02.Medium,16.0,15.0,No,Yes,Email Opened
